Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2058,costs_fleet,affected_oa,pacific,41331928502.08291,33330768182.318855,-0.1935830388209647,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,costs_fleet,affected_oa,pacific,41331928305.87297,33330760872.558117,-0.19358321184782334,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,costs_fleet,affected_oa,pacific,41331928186.01779,33330754948.400543,-0.19358335284062483,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2061,costs_fleet,affected_oa,pacific,41331928115.70009,33330750143.568516,-0.19358346771856247,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2062,costs_fleet,affected_oa,pacific,41331928076.75947,33330746245.781498,-0.1935835612633071,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2063,costs_fleet,affected_oa,pacific,41331928057.128685,33330743084.43606,-0.19358363736706027,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2064,costs_fleet,affected_oa,pacific,41331928048.951324,33330740521.61006,-0.1935836992134769,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2065,costs_fleet,affected_oa,pacific,41331928047.228806,33330738445.350014,-0.19358374941367512,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2066,costs_fleet,affected_oa,pacific,41331928048.86636,33330736764.55343,-0.1935837901114412,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2067,costs_fleet,affected_oa,pacific,41331928052.01242,33330735404.988956,-0.19358382306663025,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2068,costs_fleet,affected_oa,pacific,41331928055.60938,33330734306.14848,-0.19358384972256376,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2069,costs_fleet,affected_oa,pacific,41331928059.093735,33330733418.723335,-0.19358387126123913,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2070,costs_fleet,affected_oa,pacific,41331928062.19959,33330732702.56006,-0.19358388864895668,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2071,costs_fleet,affected_oa,pacific,41331928064.83291,33330732124.993332,-0.19358390267419825,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2072,costs_fleet,affected_oa,pacific,41331928066.992836,33330731659.48042,-0.1935839139791321,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2073,costs_fleet,affected_oa,pacific,41331928068.72407,33330731284.48021,-0.19358392308580388,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,costs_fleet,affected_oa,pacific,41331928070.08907,33330730982.532276,-0.19358393041787644,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2075,costs_fleet,affected_oa,pacific,41331928071.152885,33330730739.50073,-0.1935839363186276,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2076,costs_fleet,affected_oa,pacific,41331928071.9754,33330730543.953934,-0.1935839410658072,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2077,costs_fleet,affected_oa,pacific,41331928072.6082,33330730386.656696,-0.19358394488386127,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2078,costs_fleet,affected_oa,pacific,41331928073.09388,33330730260.15501,-0.19358394795396594,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2079,costs_fleet,affected_oa,pacific,41331928073.46654,33330730158.4374,-0.19358395042223034,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2080,costs_fleet,affected_oa,pacific,41331928073.752914,33330730076.659195,-0.19358395240639,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2019,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2020,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2021,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2022,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2023,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2024,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2025,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2026,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2027,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2028,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2029,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2030,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2031,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2032,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2033,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2034,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2035,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2036,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2037,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2038,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2039,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2040,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2041,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2042,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2043,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2044,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2045,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2046,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2047,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2048,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2049,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2050,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2051,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2052,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2053,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2054,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2055,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2056,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2057,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2058,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2059,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2060,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2061,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2062,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2063,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2064,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2065,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2066,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2067,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2068,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2069,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2070,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2071,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2072,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2073,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2074,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2075,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2076,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2077,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2078,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2079,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2080,costs_fleet,unaffected_managed,pacific,863142836.2721419,863142836.2721419,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2019,costs_fleet,unaffected_oa,pacific,206871294.95849487,206871294.95849487,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2020,costs_fleet,unaffected_oa,pacific,207310251.2741909,207310251.2741909,0,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2021,costs_fleet,unaffected_oa,pacific,207912754.84589425,212861133.5554527,0.02380026522772119,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2022,costs_fleet,unaffected_oa,pacific,208528905.77264586,220964553.18860897,0.05963512525942761,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2023,costs_fleet,unaffected_oa,pacific,209084859.51438075,230143861.37795335,0.10071987953830856,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2024,costs_fleet,unaffected_oa,pacific,209551467.68869764,239473240.46359113,0.14278961204578264,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2025,costs_fleet,unaffected_oa,pacific,209924387.59832004,248369007.77729505,0.18313555951649077,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2026,costs_fleet,unaffected_oa,pacific,210211745.1914378,256487013.04669902,0.22013645247613908,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2027,costs_fleet,unaffected_oa,pacific,210426787.9331459,263656731.2327391,0.2529618202246413,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2028,costs_fleet,unaffected_oa,pacific,210583769.85741732,269830268.2358825,0.2813440865769475,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2029,costs_fleet,unaffected_oa,pacific,210695859.9566479,275040755.61889833,0.30539231134152245,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2030,costs_fleet,unaffected_oa,pacific,210774259.87098336,279369375.1872352,0.3254435117373414,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2031,costs_fleet,unaffected_oa,pacific,210828000.5187659,282920816.3480171,0.3419508587657178,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2032,costs_fleet,unaffected_oa,pacific,210864085.77187356,285806375.42780936,0.35540566038833765,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2033,costs_fleet,unaffected_oa,pacific,210887785.22218645,288133349.0384382,0.3662875198526441,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2034,costs_fleet,unaffected_oa,pacific,210902965.01419708,289999168.1267979,0.37503599395710924,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2035,costs_fleet,unaffected_oa,pacific,210912399.8287341,291488818.33585876,0.38203736988699877,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2036,costs_fleet,unaffected_oa,pacific,210918041.2328337,292674355.0232417,0.3876212452597011,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2037,costs_fleet,unaffected_oa,pacific,210921235.59419093,293615627.3550738,0.3920629021915345,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2038,costs_fleet,unaffected_oa,pacific,210922893.99678382,294361604.04656035,0.39558868394366337,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2039,costs_fleet,unaffected_oa,pacific,210923620.66331407,294951914.1598092,0.3983825672641231,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2040,costs_fleet,unaffected_oa,pacific,210923807.57076102,295418376.34569776,0.4005928479486147,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2041,costs_fleet,unaffected_oa,pacific,210923702.63860944,295786555.36459905,0.4023391001787559,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2042,costs_fleet,unaffected_oa,pacific,210923457.90037468,296084174.3464816,0.4037517557024446,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2043,costs_fleet,unaffected_oa,pacific,210923162.89876714,296324565.7622221,0.4048934298621507,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
2044,costs_fleet,unaffected_oa,pacific,210922867.41133818,296518593.37928694,0.40581529645631753,TN/RL/W/276/Rev.1 | Sustainability scenario,Chair's text - Consolidated text (June 2021) - Sustainability scenario (TN/RL/W/276/Rev.1 | Sustainability scenario),Other
