iso3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,variable,is_WTO
NOR,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368819929542.194,398393955268.99,434166615431.909,gdp,TRUE
NOR,3121861437.43325,2763882246.96109,2973396127.15749,2993559503.96881,3667368858.29575,4334963135.42879,4853507554.61307,4971083474.07749,5214184397.16312,5021706979.62883,6725492899.48986,6700201806.23263,5746970348.08767,6875914893.61702,7191272150.2248,5931921049.91216,7716872884.28882,7874108402.1761,8176329541.96127,gdp_ffa,TRUE
NOR,80666.7169703784,83040.3591782201,83947.3784774427,84450.8400254947,86959.9215210026,89445.8838990514,89944.5044110691,91321.8095898972,90461.6309373132,88715.0951272912,88706.5321135323,88338.9168633986,89438.1907197275,89506.6010715157,92187.497379563,93822.289557525,93958.6287068254,95345.2441767592,95995.000407379,gni_per_capita,TRUE
NOR,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,population,TRUE
NOR-T,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368819929542.194,398393955268.99,434166615431.909,gdp,TRUE
NOR-T,3121861437.43325,2763882246.96109,2973396127.15749,2993559503.96881,3667368858.29575,4334963135.42879,4853507554.61307,4971083474.07749,5214184397.16312,5021706979.62883,6725492899.48986,6700201806.23263,5746970348.08767,6875914893.61702,7191272150.2248,5931921049.91216,7716872884.28882,7874108402.1761,8176329541.96127,gdp_ffa,TRUE
NOR-T,80666.7169703784,83040.3591782201,83947.3784774427,84450.8400254947,86959.9215210026,89445.8838990514,89944.5044110691,91321.8095898972,90461.6309373132,88715.0951272912,88706.5321135323,88338.9168633986,89438.1907197275,89506.6010715157,92187.497379563,93822.289557525,93958.6287068254,95345.2441767592,95995.000407379,gni_per_capita,TRUE
NOR-T,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,population,TRUE
NPL,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583770.2719,29173513475.5597,gdp,TRUE
NPL,2101216157.52136,2117346938.77551,2187409456.07797,2222367977.69427,2522336825.64334,2750051382.07435,2927132777.5988,3217918070.57989,3801985040.67442,4026522369.71325,5309581946.97864,6615809070.2427,6248899958.89888,6077086445.69204,6054328262.01172,6291135796.51279,6175526538.78304,6819188712.25138,7516236014.20103,gdp_ffa,TRUE
NPL,NA,470.939397974194,461.895364440778,473.299926687513,488.015072546981,501.529216023072,514.365012186943,526.861022250182,552.81124320879,574.426692865953,596.929131098091,615.406200661471,647.721303902698,676.023296214665,723.419265383718,744.173458390359,741.301531279584,789.041206678437,824.420007195201,gni_per_capita,TRUE
NPL,23941110,24347106,24725627,25080872,25419344,25744500,26066693,26382581,26666576,26883535,27013212,27041437,26989862,26917906,26906926,27015031,27261131,27627124,28087871,population,TRUE
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86779266.1619103,100087348.959092,109585941.624557,124021393.690412,gdp,FALSE
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3662973.22253001,3690810.61231984,3641317.91330394,NA,NA,NA,gdp_ffa,FALSE
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731.66248726249,NA,NA,NA,NA,NA,NA,NA,NA,gni_per_capita,FALSE
NRU,10337,10215,10102,9994,9902,9849,9828,9842,9891,9939,10005,10057,10279,10821,11853,12475,13049,12876,12704,population,FALSE
NZL,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111608845081.383,137320496803.116,133290222815.773,121357986132.8,146619138358.948,168510189201.494,176247979235.906,190845889949.764,200921936786.219,177467529071.288,188223664746.524,205415864857.984,207920613961.749,gdp,TRUE
NZL,4079831379.26492,4299765611.92031,3899650056.68096,5056186637.3519,5575126050.42017,5182707878.61719,5558653783.80131,8325126772.98449,6673226962.81718,6979823849.08489,9652452428.24443,10575830994.7417,9722238442.72716,13427827560.4374,9616458811.49244,7961784549.93985,10483632376.7425,11944650036.4145,NA,gdp_ffa,TRUE
NZL,27785.0541368004,28732.2432383016,29570.4331594612,30371.7542937479,30848.574073204,31257.0417835979,31691.0595761054,32152.3066451601,31538.3007800546,32187.4596404985,32017.9130735123,32659.6153797827,33349.9597766216,34004.2754190358,34676.9659013823,35522.5104790805,36088.9511839367,36208.4002461074,37338.0246695771,gni_per_capita,TRUE
NZL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900,4841000,population,TRUE
NZL-T,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111608845081.383,137320496803.116,133290222815.773,121357986132.8,146619138358.948,168510189201.494,176247979235.906,190845889949.764,200921936786.219,177467529071.288,188223664746.524,205415864857.984,207920613961.749,gdp,TRUE
NZL-T,4079831379.26492,4299765611.92031,3899650056.68096,5056186637.3519,5575126050.42017,5182707878.61719,5558653783.80131,8325126772.98449,6673226962.81718,6979823849.08489,9652452428.24443,10575830994.7417,9722238442.72716,13427827560.4374,9616458811.49244,7961784549.93985,10483632376.7425,11944650036.4145,NA,gdp_ffa,TRUE
NZL-T,27785.0541368004,28732.2432383016,29570.4331594612,30371.7542937479,30848.574073204,31257.0417835979,31691.0595761054,32152.3066451601,31538.3007800546,32187.4596404985,32017.9130735123,32659.6153797827,33349.9597766216,34004.2754190358,34676.9659013823,35522.5104790805,36088.9511839367,36208.4002461074,37338.0246695771,gni_per_capita,TRUE
NZL-T,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900,4841000,population,TRUE
OMN,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,57048114434.3303,68016905071.5215,76615864759.4278,78784395318.5956,81076462938.8817,68400260078.0234,65481144343.303,70600000000,79275422626.788,gdp,TRUE
OMN,437451235.370611,454096228.868661,467360208.062419,477243172.951886,479583875.162549,502470741.222367,521716514.954486,579713914.174252,679843953.185956,714434330.29909,810585175.552666,852795838.751625,887672301.690507,1027282184.6554,1031469440.83225,1361508452.53576,1491547464.23927,1630689206.76203,1750458517.55527,gdp_ffa,TRUE
OMN,17726.3645756854,18350.8623814355,17633.0810851995,17033.457485596,16928.0461730668,16640.3501295679,15884.2607959623,17430.6944137682,17747.4728175194,17875.9147642258,18103.4168304291,16081.3528000313,16443.9172882654,16321.302606606,15445.5234949782,15909.8596465624,15833.4318569488,15090.9528250614,14391.3813039573,gni_per_capita,TRUE
OMN,2267973,2294962,2334858,2386166,2445517,2511251,2580758,2657158,2750963,2876186,3041434,3251108,3498029,3764805,4027260,4267348,4479219,4665935,4829483,population,TRUE
PAK,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,gdp,TRUE
PAK,21010698236.289,19233854345.5857,18428434556.6742,20980809288.0314,24874118464.478,27565198053.8297,29659987369.8139,33220806079.7372,38267960637.2859,38199820887.8409,41246976135.6026,53672771298.9182,53201914477.565,55104278218.4763,58022369257.8047,64438524763.9056,64690228084.5175,69824686104.6445,71896439700.0839,gdp_ffa,TRUE
PAK,811.122352973977,818.711957806156,833.579643079215,882.10278960107,919.2318760746,955.657592438212,988.115558568161,1011.23963495501,1007.51384769003,1019.64883878189,1025.0177101211,1037.45495330364,1057.19298043722,1080.82866513605,1113.1120386242,1146.36952215625,1186.05618463282,1218.88220332695,1262.01352963354,gni_per_capita,TRUE
PAK,142343578,145978402,149549700,153093373,156664697,160304008,164022627,167808105,171648986,175525609,179424641,183340592,187281475,191262919,195306825,199426964,203627284,207896686,212215030,population,TRUE
PAN,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000,65128200000,gdp,TRUE
PAN,774331600,841656300,868370800,940490400,966617900,985014700,1043229100,1032153300,1130672800,1028596200,1063700000,1120100000,1232200000,1342700000,1422700000,1507000000,1505800000,1483400000,1460400000,gdp_ffa,TRUE
PAN,5291.92264796102,5190.55674042443,5379.87572710548,5324.07512474933,5540.7614170771,5727.17855286437,6110.66794666476,6830.21113997297,7364.3476813783,7363.54302407256,7447.52431378266,8361.43758655513,8898.43079167182,9381.7915657732,9432.54897353298,10048.7382644695,10270.9000646142,10806.9952042464,NA,gni_per_capita,TRUE
PAN,3030328,3089648,3149188,3209048,3269356,3330217,3391666,3453675,3516204,3579215,3642687,3706483,3770624,3835437,3901315,3968487,4037078,4106771,4176873,population,TRUE
PER,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.606,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222044970486.217,gdp,TRUE
PER,4175477807.38703,4107066503.23537,4121442988.31623,4294952862.72706,4630031050.44232,5213395213.39521,5853539363.58639,6851390220.51774,8632557503.67408,8945621140.69451,10073271742.5932,12195272502.814,12956096451.3194,13415004256.2641,13662205001.7612,13373005903.7809,13308050131.8479,14305781321.8831,15302744477.5756,gdp_ffa,TRUE
PER,3182.9661767109,3180.56781825607,3300.22592016263,3372.48985434131,3443.75448244788,3585.67823992271,3732.65924433652,4028.39361681559,4408.30864260607,4450.8518246255,4709.05317559097,4951.45749150241,5280.98237456153,5616.42978040716,5730.90439852358,5916.21680028895,6014.1633917712,6030.12845611551,6143.36745098178,gni_per_capita,TRUE
PER,26459944,26799285,27100968,27372226,27624213,27866145,28102056,28333052,28562317,28792655,29027674,29264318,29506788,29773987,30090359,30470734,30926032,31444297,31989256,population,TRUE
PHL,83670261707.729,78921071498.2504,84307369867.9049,87039145965.0093,95001994599.5644,107419986400.188,127652908954.836,155980408071.673,181006859907.402,176131654909.911,208368892318.654,234216730703.492,261920542606.121,283902829720.159,297483553299.475,306445871631.483,318627003965.493,328480738147.729,346841896889.553,gdp,TRUE
PHL,11664550847.6454,10498719641.7845,11338003639.2871,11446472531.7012,13285462439.1305,14520547153.0263,17056023157.9845,21223486106.2683,26275091101.1807,25609918339.3546,28648357816.3522,33014570040.4972,34300608781.9698,35412406833.9857,36506234535.3741,33698317684.5237,32516285735.0371,33449042896.9087,33470729870.3879,gdp_ffa,TRUE
PHL,1829.15331740929,1845.4763352832,1872.65944407112,1925.73643266731,2007.93974582783,2076.06127351626,2137.04956940983,2232.86506298143,2297.79138409576,2341.94009834449,2466.26994521835,2502.41887543896,2636.13095008812,2786.86081015141,2910.33678346278,3042.70310917845,3199.86066177594,3368.95648252243,3517.53885403406,gni_per_capita,TRUE
PHL,77991755,79672873,81365258,83051971,84710542,86326250,87888675,89405482,90901965,92414158,93966780,95570047,97212638,98871552,100513138,102113212,103663927,105173264,106651922,population,TRUE
PLW,146113700,156737100,163026600,153761900,164886100,184468800,189028900,194630300,198024400,183369300,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800,283994900,gdp,FALSE
PLW,5741300,5833200,6014500,5760100,6205200,7051500,7949500,7185200,7859900,7328900,7093600,7401400,7773100,8264800,8086700,8187300,8794800,9175400,9018700,gdp_ffa,FALSE
PLW,NA,NA,NA,NA,NA,11733.4591407037,11666.7496055692,12295.5954884035,11727.8711046045,11050.6030112769,11230.0529100529,11920.3776819194,12121.531338725,11838.0262035415,12274.6775733171,13695.5463909391,13716.6232899131,12836.1991600156,13013.0089636292,gni_per_capita,FALSE
PLW,19105,19386,19637,19809,19867,19781,19540,19158,18704,18285,17955,17745,17640,17606,17626,17665,17725,17808,17907,population,FALSE
PNG,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006706.57899,9545177014.1301,11670840931.8173,11619637798.991,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,23412495063.4985,gdp,TRUE
PNG,1196072048.61111,1060219897.46021,1139533686.75691,1356163998.0865,1412546171.27603,NA,1704691824.51664,1871674704.07716,2354577237.88008,2514892562.88338,2794343250.10113,3453050906.79038,4104514878.0956,4094956070.3943,4106421020.55741,3792261667.38911,3708885955.95276,4013973250.12544,NA,gdp_ffa,TRUE
PNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803.21698181938,NA,NA,NA,NA,NA,NA,NA,NA,gni_per_capita,TRUE
PNG,5847586,5974629,6098621,6223377,6354245,6494903,6646895,6808514,6976201,7144776,7310507,7472200,7631002,7788379,7946731,8107775,8271760,8438029,8606316,population,TRUE
POL,171885598582.637,190521263343.023,198680637254.902,217513049291.61,255102252843.395,306123628496.368,344745746326.373,429061382275.371,533813299020.422,439793916861.639,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477581376840.43,472037130972.913,526380811261.345,587114101392.696,gdp,TRUE
POL,5318101286.21063,6136446908.81556,5352696078.43137,5614666632.38281,8333059930.00875,8871271828.15639,9202758442.89765,12899671230.8971,13537273783.8287,10929457389.1862,12298942062.1497,14976036181.99,13331183786.2736,15066126684.8067,14245997780.9479,10513330680.4616,11237699097.0884,14489191120.0487,13143671955.035,gdp_ffa,TRUE
POL,8490.69377006347,8607.62278153045,8769.09790335495,9034.25575511561,9310.4113037042,9785.27563305945,10354.7070217525,10979.4762148302,11580.6236451972,11782.8935179852,12189.6929315104,12798.7596531876,13023.9898803792,13225.5704037075,13617.6782572626,14140.2523926787,14465.8228232197,15194.1057082198,15995.97615529,gni_per_capita,TRUE
POL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,population,TRUE
PRI,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445500000,100979900000,gdp,TRUE
PRI,407300000,406800000,382200000,421400000,503300000,499267400,515646900,430227200,518709200,567100000,822000000,795000000,816400000,846700000,867100000,854900000,840600000,847300000,792100000,gdp_ffa,TRUE
PRI,19245.3340158332,18285.9989441627,17810.3777065771,17521.3967054845,19861.0711842342,19437.5809226947,19497.2828359566,19919.4089971961,19021.1213114088,17930.909593144,17276.4122234837,17238.230368741,18432.5606462062,18680.0567060958,18674.5180571769,18619.9489286697,18459.4972951053,18242.9608106467,17955.1783867159,gni_per_capita,TRUE
PRI,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,population,TRUE
PRK,22929075,23132980,23339453,23542426,23732731,23904167,24054864,24188331,24310142,24428341,24548836,24673385,24800612,24929452,25057752,25183833,25307744,25429985,25549819,population,FALSE
PRT,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,221357874718.93,241274628877.362,gdp,TRUE
PRT,3679165284.68767,3597277852.34899,3652923960.09787,4370793453.7246,4918944623.78942,4542035816.44074,4699632417.51349,4799386805.36545,5151852936.86832,4753707974.43734,4607948163.65694,4489620370.18048,4160625237.21338,4743533752.37013,4766671736.97475,4184483447.19172,4261479317.44036,4639370136.80471,4941485669.69019,gdp_ffa,TRUE
PRT,21150.0662329062,21388.527957569,21474.9534076636,21301.8335450019,21577.1185228888,21690.8936550758,21674.1771179998,22165.4088063714,22104.0473413341,21381.3753812065,21782.8445194792,21787.3119764644,20831.1445129354,20964.9962764601,21093.6165905584,21415.2771996922,21970.3722679932,22817.2163988293,23429.0526249051,gni_per_capita,TRUE
PRT,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,population,TRUE
PRY,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856270473.153,24578067861.3998,22341754513.9643,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733,40384691790.5685,gdp,TRUE
PRY,1138547702.41083,966255013.017757,792282626.699975,1000565630.8041,1341007074.82367,1365160708.6762,1583812698.72433,2269484617.99552,3264556665.91376,2184261858.60244,3538073906.99365,4640980403.11577,3359558783.23155,5058958141.97238,4705631813.53235,3417665906.53825,3876297002.90143,4010528507.87431,4134316979.36915,gdp_ffa,TRUE
PRY,3132.286337092,3087.20611164094,3098.93098694393,2924.22038564253,3062.87693849035,3111.66538355936,3336.49288268572,3633.70195295378,3862.364855607,3784.69187122333,4148.94993123266,4324.41836733919,4207.50202417312,4514.46854797829,4686.68353063123,4763.24897903717,4887.62279931246,5112.35481701079,5202.51763023749,gni_per_capita,TRUE
PRY,5323201,5428444,5531962,5632983,5730549,5824096,5913209,5998427,6081296,6163972,6248020,6333976,6421512,6510276,6599526,6688746,6777872,6867062,6956071,population,TRUE
PSE,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,14615900000,gdp,FALSE
PSE,417600000,339200000,285600000,277000000,300000000,253300000,267600000,353500000,418200000,433800000,497700000,624500000,524700000,517300000,494000000,450100000,423700000,NA,NA,gdp_ffa,FALSE
PSE,2417.97943496174,2063.71605163577,1733.66350239725,1926.45907468946,2051.72615794508,2255.72694635984,2139.30615770456,2245.41139457854,2323.64458747699,2397.9605605312,2512.36014527644,2766.93679519498,2887.05461528841,2918.81950981975,2905.27319427089,2990.71033411035,3078.69090400481,3096.92141834384,3114.194336636,gni_per_capita,FALSE
PSE,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,population,FALSE
PYF,3447543137.9415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gdp,TRUE
PYF,162237323.021576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gdp_ffa,TRUE
PYF,240686,244931,248972,252703,255992,258780,261010,262721,264061,265254,266455,267698,268998,270328,271705,273124,274575,276103,277679,population,TRUE
QAT,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1428,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,166928571428.571,191362087912.088,gdp,TRUE
QAT,66208791.2087912,65934065.9340659,49725274.7252747,55219780.2197802,57692307.6923077,59340659.3406593,74175824.1758242,87637362.6373626,143681318.681319,120604395.604396,147527472.527473,162087912.087912,176098901.098901,190934065.934066,241758241.758242,260989010.989011,279120879.120879,310439560.43956,335714285.714286,gdp_ffa,TRUE
QAT,NA,NA,NA,59348.2893412903,61644.284819697,54826.6060001776,61876.7208453912,61210.2523268194,60456.3350627909,57379.9509613392,60430.3936906436,63116.0529756514,62184.2767943527,61914.0769355639,61755.8861731022,63055.820091161,62978.4736998347,62518.7624138576,NA,gni_per_capita,TRUE
QAT,592468,615012,640868,681788,753334,865416,1022711,1218434,1436665,1654950,1856327,2035871,2196074,2336574,2459198,2565710,2654374,2724724,2781677,population,TRUE
ROU,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719,211695422578.655,241626953521.413,gdp,TRUE
ROU,4043438205.35262,5311758026.22071,5225018907.88081,6887289156.6265,9525661059.53366,8354806603.28792,9543182627.26949,9604806627.56839,13505816030.8071,10648935821.336,8304288995.87778,11473594436.7907,8002652672.85624,10268697977.7037,9425415024.48346,7446164215.99221,7656139140.71738,9131054904.38001,10527247818.1449,gdp_ffa,TRUE
ROU,4874.12108190891,5203.81146391015,5578.30388268242,5675.27106611739,6183.17209966813,6590.69577182826,7125.13603451055,7747.29714822961,8710.02922765351,8384.27673566651,8112.62578174426,8307.57233790306,8474.94583742758,8831.60441302022,9269.07196891479,9608.83146256182,10096.2125491115,10865.5542822133,11358.3243588118,gni_per_capita,TRUE
ROU,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19587290,19472545,population,TRUE
RUS,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.392,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1669583089322.96,gdp,TRUE
RUS,14937788837.54,18015083990.4011,19227898819.7767,23681805659.4552,28986070499.8265,32515926386.9836,38224311485.418,49114603323.5864,62337231538.3718,49938278455.8481,50991688526.3716,64461504379.6,64615416209.2468,68627490291.3302,69202998505.3158,52809046251.4342,49031394263.5758,55941254578.4484,56305901495.239,gdp_ffa,TRUE
RUS,6329.48387816213,6772.44196565582,7088.57802655631,7552.36430816359,8195.0616952244,8719.41461443557,9407.33850816504,10298.7997870639,10762.2666134871,9906.4845925167,10345.2451670454,10778.8480437848,11178.9709807475,11304.5902002712,11211.960159146,11052.6780925727,11064.9669049462,11259.3085934117,11548.7291706943,gni_per_capita,TRUE
RUS,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819666,144096870,144342396,144496740,144477860,population,TRUE
RWA,1734938652.21165,1674685248.19528,1677552332.39623,1846198770.58709,2088961968.93579,2581313485.68523,3330198838.04961,4083515097.22006,5198063010.84742,5694132465.73484,6147525366.94591,6912074082.15636,7687521844.14299,7851127991.63672,8279481014.99175,8582588882.60989,8734161827.57353,9253098954.27769,9627720629.70522,gdp,TRUE
RWA,645166670.857966,625261996.889785,593627804.47538,706374905.841106,805518755.768908,990915391.380701,997006943.680406,1061335941.71367,1283843227.56916,1439195694.10431,1489504329.1309,1641506463.78142,1896142424.05645,1949176971.27905,2036231100.82294,2049330174.93967,2187599515.52966,2437769871.33966,2372438685.86024,gdp_ffa,TRUE
RWA,349.280502320797,363.640817505732,402.915799531667,403.683009023693,427.710507872484,461.790682406363,493.726165525203,520.509570940976,562.182413150964,581.627526080611,608.108313201747,639.395034045266,675.047100459151,686.505288986885,707.709513626051,749.812948367353,773.348839082562,775.718577683621,821.043606781025,gni_per_capita,TRUE
RWA,7933681,8231156,8427060,8557161,8680524,8840215,9043337,9273757,9524534,9782770,10039338,10293331,10549678,10811543,11083635,11369071,11668818,11980937,12301939,population,TRUE
SAU,189514926213.333,184137469733.333,189605920240,215807655253.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440,688586133333.333,786521831573.333,gdp,TRUE
SAU,9326245920,9522097093.33333,9626840160,9721183173.33333,10093924213.3333,10579053588.1081,11113165473.9653,11523008352.2348,12043036880,12246833680,13946133333.3333,14575466666.6667,15303466666.6667,16107466666.6667,16843733333.3333,17137866666.6667,17320596000,17410713866.6667,17495755733.3333,gdp_ffa,TRUE
SAU,18410.7698420333,17781.6025740029,16780.453751229,18079.2756825325,18999.5936705797,19524.4719274492,19556.022275724,19478.3140941938,20218.2488236192,19229.5761537233,19519.4364978098,20884.892324931,21356.3977797,21339.6466075586,21556.9609359713,21877.218200131,21684.1252633842,20968.8045440861,20990.5417378307,gni_per_capita,TRUE
SAU,20663843,21202642,21805313,22456649,23132682,23816183,24498310,25184597,25888541,26630303,27421461,28267685,29155187,30052518,30916994,31717667,32442572,33099147,33699947,population,TRUE
SDN,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,49957202646.4102,61739815526.5181,57891984839.8169,52766720138.7383,57730424385.3149,64941775064.7633,74294471279.4565,51772232494.854,45379127306.436,26078607538.5703,gdp,TRUE
SDN,4986584240.82141,5437351256.28141,5959391553.68197,6461645834.92988,6911662944.43798,8116195189.03165,10072736127.1011,11555693070.7802,13363376566.8357,12324647512.8645,20931975403.5357,18504108632.0875,16532032007.4227,15660202507.5913,19811339874.4258,20595564948.1602,12815427584.3242,10156009976.1631,5450572334.12788,gdp_ffa,TRUE
SDN,944.823341860703,984.608503640122,1021.50183293474,1063.18913593082,1065.45520274503,1116.76528761776,1115.1190207297,1266.42290305776,1285.33592977481,1331.83297346715,1306.88874033644,1496.53803019193,1686.27316561621,1701.43216271094,1760.28790976471,1802.14649669852,1841.4749554612,1840.68702852774,1697.35923129169,gni_per_capita,TRUE
SDN,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,population,TRUE
SEN,5924239700.81588,6174898370.14018,6752510282.95744,8683229268.11979,10167441854.4694,11022821631.8674,11847848224.8947,14285970085.1384,16949789464.5284,16248212852.2153,16230887978.4994,17902207621.6248,17824398468.8858,18965572150.2913,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23236007428.2582,gdp,TRUE
SEN,998887828.710029,1009246422.25477,919624834.251139,1312246235.76416,1393268418.09569,1610605829.62268,1532807629.17485,1711454925.94104,2465303681.30971,2590307559.11385,2570585787.26554,2306426298.13648,2489775310.96962,2596564603.6158,2646648464.74169,2538694684.15459,2744474571.28316,3145712432.14795,3489056101.71277,gdp_ffa,TRUE
SEN,1098.32500722948,1124.62677883003,1101.64999398895,1151.37707450871,1191.24627617138,1227.33222431026,1228.60220300868,1255.801930837,1275.19401872471,1257.36792904024,1268.38438768786,1243.9857959824,1270.70406124425,1269.71062154363,1312.91359022641,1353.21010622733,1392.52411068228,1451.55488352501,1505.62827740763,gni_per_capita,TRUE
SEN,9797734,10036104,10283699,10541467,10810083,11090116,11382268,11687080,12004701,12335084,12678148,13033809,13401991,13782420,14174731,14578459,14993528,15419381,15854360,population,TRUE
SGP,96074477958.2366,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318652334419.11,341863349989.138,373217081850.534,gdp,TRUE
