Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,catches_total,Total,atlantic,26441394.32111157,26088883.48999778,-0.01333177921076327,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,catches_total,Total,atlantic,26441394.32240572,26088889.677180927,-0.013331545262954918,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,catches_total,Total,atlantic,26441394.323224865,26088895.83967528,-0.013331312231139255,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,effort_fleet,affected_managed,atlantic,3913156916.3211284,3913156916.3211284,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912493581.6469164,-1.6951394702454176e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912027375.1865506,-2.88652144223152e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911705713.5914865,-3.70852168894426e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911488899.281877,-4.262586640199132e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911347304.156374,-4.624430360067593e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911259065.054404,-4.849923750333046e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911208229.644161,-4.979832699372455e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911183288.7492533,-5.043568694225939e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911176032.593085,-5.062111666878521e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911180672.6226163,-5.050254157377366e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911193176.623045,-5.018300415945418e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911210771.9068103,-4.973335994273675e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911231578.68169,-4.920164666558319e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911254342.6851344,-4.8619916775088635e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911278242.445567,-4.800916282517576e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911302751.919533,-4.738282775889156e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911327543.7215433,-4.674927785172751e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911352421.766118,-4.611352403181358e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911377274.980836,-4.547840473429177e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911402045.944729,-4.484538734136226e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911426709.9766655,-4.421510257476433e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911451261.451179,-4.3587694192260407e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911475705.0469127,-4.2963042631989656e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911500050.311797,-4.234090389835156e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911524308.420426,-4.172099242668087e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911548490.35081,-4.110302767593703e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911572605.956742,-4.048675783428625e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911596663.5863395,-3.98719695671119e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911620670.017966,-3.9258489654609715e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911644630.567063,-3.864618226164202e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911668549.2728705,-3.803494416618193e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911692429.1106596,-3.7424699335736724e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911716272.198881,-3.681539363368056e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911740079.9856563,-3.6206990053547753e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911763853.4082136,-3.559946464463305e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911787593.0242276,-3.499280315567027e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911811299.116907,-3.43869983493098e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911834971.777042,-3.3782047905435246e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911858610.9656596,-3.317795281997851e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911882216.5608745,-3.2574716207708026e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911905788.392166,-3.1972342426238613e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911929326.2648735,-3.1370836450099644e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911952829.977222,-3.0770203435603573e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911976299.331747,-3.017044842891824e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,effort_fleet,affected_managed,atlantic,3913156916.3211284,3911999734.142599,-2.9571576179397447e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912023134.239871,-2.897359102898548e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912046499.4718213,-2.837649685540837e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912069829.705652,-2.778029705228721e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912093124.8273225,-2.7184994533927003e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912116384.7407446,-2.659059175582489e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912139609.366622,-2.599709074439051e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912162798.641096,-2.540449313151623e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912185952.514325,-2.481280019090207e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912209070.9490705,-2.4222012874173507e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912232153.9193454,-2.3632131845415115e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912255201.4091477,-2.3043157513559593e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912278213.411298,-2.245509006208379e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912301189.9263835,-2.1867929475963006e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912324130.961812,-2.128167556590791e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912347036.530965,-2.0696327989957233e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,effort_fleet,affected_managed,atlantic,3913156916.3211284,3912369906.652449,-2.0111886272608967e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,effort_fleet,affected_oa,atlantic,6791700067.258552,6791700067.258552,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,effort_fleet,affected_oa,atlantic,6797933665.809608,6628110136.222177,-0.0249816397064249,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,effort_fleet,affected_oa,atlantic,6807036851.624444,6515648152.410446,-0.04280698129972079,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,effort_fleet,affected_oa,atlantic,6816961482.441602,6438519739.60062,-0.055514725118475605,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,effort_fleet,affected_oa,atlantic,6826535609.106892,6385893445.169082,-0.06454843117641902,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,effort_fleet,affected_oa,atlantic,6835155593.852955,6350246087.877816,-0.07094344807764599,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,effort_fleet,affected_oa,atlantic,6842573428.165591,6326318229.884004,-0.07544752039584458,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,effort_fleet,affected_oa,atlantic,6848752760.775834,6310427031.6633215,-0.07860200943383602,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,effort_fleet,affected_oa,atlantic,6853773930.4870825,6299999162.526605,-0.08079851678462384,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,effort_fleet,affected_oa,atlantic,6857773322.119385,6293245655.433976,-0.08231938271633367,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
