Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2072,effort_total,Total,atlantic,10816078574.792465,10282307951.794603,-0.04934973607180028,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,effort_total,Total,atlantic,10816078652.514498,10282308445.884924,-0.04934969722187478,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,effort_total,Total,atlantic,10816078717.745949,10282308924.456842,-0.049349658708876615,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,effort_total,Total,atlantic,10816078772.877996,10282309381.20851,-0.04934962132560902,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,effort_total,Total,atlantic,10816078819.786911,10282309812.197308,-0.04934958560149613,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,effort_total,Total,atlantic,10816078859.951618,10282310215.232426,-0.04934955186907542,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,effort_total,Total,atlantic,10816078894.543846,10282310589.40698,-0.049349520315178565,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,effort_total,Total,atlantic,10816078924.497257,10282310934.739166,-0.04934949102018513,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,effort_total,Total,atlantic,10816078950.560497,10282311251.89836,-0.04934946398800812,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.177618112157633,-1.487788207680115e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1775992415738192,-2.550054664709856e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17758626444549172,-3.280565615874571e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17757789872846574,-3.7514901338110766e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17757314888058232,-4.01886946517379e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1775712374437974,-4.1264684245580777e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1775715550890379,-4.108587478873134e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1775736231843449,-3.992169868468495e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1775770652418038,-3.7984089219150914e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2029,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17758158487519765,-3.5439888679451105e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2030,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17758694864955177,-3.242050272103375e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2031,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17759297266879714,-2.902945046530917e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2032,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17759951205253158,-2.53482882610686e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2033,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17760645266249075,-2.1441267034959949e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2034,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1776137045893905,-1.735899869051889e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2035,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17762119702156295,-1.3141344665128395e-4,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2036,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17762887420038342,-8.819692708797593e-5,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2037,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.1776366922315291,-4.418751896370628e-5,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2038,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2039,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2040,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2041,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2042,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2043,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2044,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2045,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2046,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2047,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2048,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2049,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2050,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2051,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2052,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2053,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2054,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2055,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2056,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2057,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2058,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2059,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2060,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2061,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2062,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2063,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2064,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2065,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2066,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2067,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2068,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2069,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2070,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2071,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2072,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2073,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2074,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2075,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2076,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2077,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2078,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2079,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2080,f_mort_fleet,affected_managed,atlantic,0.17764454190309323,0.17764454190309323,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2019,f_mort_fleet,affected_oa,atlantic,0.05401454021020628,0.05401454021020628,0,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2020,f_mort_fleet,affected_oa,atlantic,0.0540731201236216,0.05127780306520276,-0.051695131555719545,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2021,f_mort_fleet,affected_oa,atlantic,0.05416264325572929,0.049245033571710214,-0.09079338430365273,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2022,f_mort_fleet,affected_oa,atlantic,0.05426509346659707,0.0477118538106981,-0.12076344547223203,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2023,f_mort_fleet,affected_oa,atlantic,0.05436914796461924,0.04654178834718943,-0.1439669354856079,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2024,f_mort_fleet,affected_oa,atlantic,0.05446807745535687,0.045640558888440215,-0.16206774645482694,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2025,f_mort_fleet,affected_oa,atlantic,0.054558243976052995,0.04494125118772968,-0.17627020386771353,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2026,f_mort_fleet,affected_oa,atlantic,0.054638035634309134,0.04439533287962424,-0.18746469626468681,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2027,f_mort_fleet,affected_oa,atlantic,0.05470712098293066,0.043966986980028426,-0.19632058514381145,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
2028,f_mort_fleet,affected_oa,atlantic,0.05476593585033695,0.04362940918259919,-0.20334769222553592,RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities,Chair's text - Consolidated text (RD/TN/RL/126 | TN/RL/GEN/199 | Relevant Authorities),Other
